verb,noun,role,score
release,hostage,A0,1.8
release,hostage,A1,5.5
release,inmate,A0,1.5
release,inmate,A1,5.9
release,jailer,A0,5.4
release,jailer,A1,2.6
release,priest,A0,4.2
release,priest,A1,2.1
release,prisoner,A0,1.9
release,prisoner,A1,5.1
release,warden,A0,5.8
release,warden,A1,1.6
request,doctor,A0,5.9
request,doctor,A1,5.2
request,equipment,A0,1.1
request,equipment,A1,5.1
request,prostitute,A0,4.1
request,prostitute,A1,4.3
request,soldier,A0,4.4
request,soldier,A1,2.9
request,specialist,A0,5.7
request,specialist,A1,5.5
rescue,child,A0,2.0
rescue,child,A1,5.3
rescue,hostage,A0,1.4
rescue,hostage,A1,5.2
rescue,knight,A0,6.0
rescue,knight,A1,1.7
rescue,lieutenant,A0,5.3
rescue,lieutenant,A1,3.0
rescue,maiden,A0,1.6
rescue,maiden,A1,4.9
rescue,mercenary,A0,4.3
rescue,mercenary,A1,2.0
rescue,peasant,A0,1.9
rescue,peasant,A1,2.7
rescue,rabbit,A0,1.1
rescue,rabbit,A1,3.4
rescue,victim,A0,1.2
rescue,victim,A1,4.9
revive,athlete,A0,3.2
revive,athlete,A1,3.8
revive,comedian,A0,2.7
revive,comedian,A1,1.6
revive,patient,A0,2.1
revive,patient,A1,6.3
rob,musician,A0,2.0
rob,musician,A1,2.9
rob,thief,A0,7.0
rob,thief,A1,1.3
rob,victim,A0,1.7
rob,victim,A1,6.3
scorn,farmer,A0,2.8
scorn,farmer,A1,2.6
scorn,governor,A0,4.2
scorn,governor,A1,4.6
scorn,outcast,A0,3.7
scorn,outcast,A1,6.2
scorn,victim,A0,4.2
scorn,victim,A1,2.0
scratch,cat,A0,6.9
scratch,cat,A1,4.1
scratch,gardener,A0,3.4
scratch,gardener,A1,5.7
scratch,scout,A0,3.0
scratch,scout,A1,4.1
scratch,sofa,A0,1.3
scratch,sofa,A1,4.8
scratch,woman,A0,4.7
scratch,woman,A1,4.4
scrub,dog,A0,1.6
scrub,dog,A1,5.0
scrub,floor,A0,1.2
scrub,floor,A1,6.0
scrub,infant,A0,1.3
scrub,infant,A1,5.1
scrub,janitor,A0,6.8
scrub,janitor,A1,1.4
scrub,maid,A0,6.7
scrub,maid,A1,1.6
search,house,A0,1.1
search,house,A1,6.1
search,mother,A0,5.4
search,mother,A1,1.9
search,patrolman,A0,6.3
search,patrolman,A1,1.4
search,prisoner,A0,1.7
search,prisoner,A1,6.2
search,room,A0,1.1
search,room,A1,6.0
search,thief,A0,5.7
search,thief,A1,6.1
seat,artist,A0,3.1
seat,artist,A1,3.7
seat,boyfriend,A0,5.0
seat,boyfriend,A1,4.1
seat,custodian,A0,2.0
seat,custodian,A1,1.7
seat,guest,A0,2.7
seat,guest,A1,6.5
see,exhibit,A0,1.2
see,exhibit,A1,6.8
see,truck,A0,1.1
see,truck,A1,6.1
see,voyeur,A0,5.8
see,voyeur,A1,2.9
see,worm,A0,2.4
see,worm,A1,4.3
select,contestant,A0,5.7
select,contestant,A1,5.2
select,contractor,A0,5.1
select,contractor,A1,5.0
select,gourmet,A0,4.3
select,gourmet,A1,3.8
select,obstetrician,A0,4.2
select,obstetrician,A1,4.6
select,recipe,A0,2.2
select,recipe,A1,4.4
select,secretary,A0,4.6
select,secretary,A1,3.9
send,assistant,A0,5.3
send,assistant,A1,3.4
send,child,A0,2.1
send,child,A1,3.0
send,lawyer,A0,5.2
send,lawyer,A1,3.1
send,manager,A0,5.6
send,manager,A1,2.9
send,package,A0,1.6
send,package,A1,6.2
sentence,chef,A0,1.2
sentence,chef,A1,1.7
sentence,criminal,A0,1.3
sentence,criminal,A1,6.7
sentence,defendant,A0,1.2
sentence,defendant,A1,6.4
sentence,judge,A0,6.9
sentence,judge,A1,1.3
sentence,tailor,A0,1.1
sentence,tailor,A1,1.8
separate,boxers,A0,3.1
separate,boxers,A1,5.7
separate,organizer,A0,6.0
separate,organizer,A1,3.1
separate,squirrel,A0,2.9
separate,squirrel,A1,1.4
separate,twins,A0,2.9
separate,twins,A1,3.3
serve,butler,A0,6.7
serve,butler,A1,2.1
serve,customer,A0,1.5
serve,customer,A1,7.0
serve,food,A0,1.1
serve,food,A1,6.2
serve,patron,A0,1.9
serve,patron,A1,5.9
serve,waitress,A0,6.8
serve,waitress,A1,2.5
shoot,assassin,A0,6.9
shoot,assassin,A1,2.2
shoot,deer,A0,1.0
shoot,deer,A1,6.4
shoot,duck,A0,1.0
shoot,duck,A1,6.5
shoot,hunter,A0,6.9
shoot,hunter,A1,2.8
shoot,politician,A0,2.7
shoot,politician,A1,3.3
shoot,president,A0,2.3
shoot,president,A1,3.5
shoot,psychopath,A0,5.8
shoot,psychopath,A1,3.3
show,movie,A0,5.1
show,movie,A1,7.0
show,patient,A0,4.7
show,patient,A1,2.5
show,salesman,A0,6.6
show,salesman,A1,1.6
show,wallpaper,A0,2.7
show,wallpaper,A1,5.3
sketch,architect,A0,6.5
sketch,architect,A1,1.5
sketch,artist,A0,6.5
sketch,artist,A1,2.5
sketch,landscape,A0,1.4
sketch,landscape,A1,6.6
sketch,model,A0,2.1
sketch,model,A1,5.6
sketch,portrait,A0,1.4
sketch,portrait,A1,4.9
sketch,scientist,A0,4.7
sketch,scientist,A1,1.9
sketch,woman,A0,4.3
sketch,woman,A1,5.3
slap,child,A0,4.0
slap,child,A1,4.5
slap,fireman,A0,1.5
slap,fireman,A1,1.1
slap,prisoner,A0,4.7
slap,prisoner,A1,5.6
slaughter,butcher,A0,6.2
slaughter,butcher,A1,1.4
slaughter,cow,A0,1.1
slaughter,cow,A1,6.9
slaughter,farmer,A0,5.9
slaughter,farmer,A1,1.4
slaughter,pig,A0,1.0
slaughter,pig,A1,6.8
stalk,antelope,A0,2.8
stalk,antelope,A1,5.0
stalk,deer,A0,2.3
stalk,deer,A1,5.2
stalk,lion,A0,5.9
stalk,lion,A1,2.2
stalk,prey,A0,1.7
stalk,prey,A1,6.0
stalk,prowler,A0,6.4
stalk,prowler,A1,2.1
stalk,snake,A0,4.9
stalk,snake,A1,2.3
stalk,zebra,A0,2.4
stalk,zebra,A1,4.2
startle,bird,A0,3.2
startle,bird,A1,6.0
startle,burglar,A0,6.5
startle,burglar,A1,4.8
startle,kid,A0,5.4
startle,kid,A1,5.1
startle,librarian,A0,1.9
startle,librarian,A1,4.8
startle,prankster,A0,6.7
startle,prankster,A1,3.0
steal,criminal,A0,6.7
steal,criminal,A1,1.4
steal,infant,A0,1.7
steal,infant,A1,4.5
steal,van,A0,1.1
steal,van,A1,5.2
steal,wallet,A0,1.0
steal,wallet,A1,6.5
study,artist,A0,5.7
study,artist,A1,3.1
study,disease,A0,1.2
study,disease,A1,5.7
study,newborn,A0,2.8
study,newborn,A1,4.0
study,painting,A0,1.3
study,painting,A1,5.4
study,scientist,A0,6.6
study,scientist,A1,2.4
study,worm,A0,1.4
study,worm,A1,4.3
take,customer,A0,5.2
take,customer,A1,2.6
take,money,A0,1.2
take,money,A1,5.6
take,prisoner,A0,4.6
take,prisoner,A1,3.0
take,thief,A0,6.7
take,thief,A1,2.0
teach,boss,A0,6.1
teach,boss,A1,3.8
teach,courses,A0,3.1
teach,courses,A1,6.2
teach,employees,A0,3.2
teach,employees,A1,5.4
teach,instructor,A0,7.0
teach,instructor,A0,6.5
teach,instructor,A1,3.9
teach,instructor,A1,2.5
teach,person,A0,4.8
teach,person,A1,5.9
teach,professor,A0,7.0
teach,professor,A1,3.9
teach,student,A0,2.3
teach,student,A1,6.4
teach,trainee,A0,1.6
teach,trainee,A1,6.3
terrorize,army,A0,5.5
terrorize,army,A1,2.9
terrorize,landowner,A0,2.8
terrorize,landowner,A1,2.7
terrorize,peasants,A0,2.0
terrorize,peasants,A1,4.7
terrorize,pirates,A0,6.5
terrorize,pirates,A1,2.2
terrorize,victim,A0,1.4
terrorize,victim,A1,6.6
thrill,contestant,A0,4.4
thrill,contestant,A1,6.0
thrill,lawyer,A0,3.9
thrill,lawyer,A1,2.5
thrill,student,A0,3.5
thrill,student,A1,4.6
throw,ball,A0,1.4
throw,ball,A1,6.2
throw,cat,A0,1.8
throw,cat,A1,1.9
throw,daredevil,A0,3.4
throw,daredevil,A1,2.8
throw,pitcher,A0,6.8
throw,pitcher,A1,1.6
tickle,baby,A0,2.0
tickle,baby,A1,6.3
tickle,girlfriend,A0,6.0
tickle,girlfriend,A1,5.7
tickle,librarian,A0,1.7
tickle,librarian,A1,1.5
tickle,pilot,A0,1.8
tickle,pilot,A1,1.5
time,boss,A0,5.0
time,boss,A1,2.7
time,cook,A0,6.4
time,cook,A1,4.8
time,princess,A0,2.1
time,princess,A1,1.5
time,runner,A0,6.7
time,runner,A1,6.9
torture,captive,A0,2.0
torture,captive,A1,5.1
torture,kidnapper,A0,5.7
torture,kidnapper,A1,1.6
torture,man,A0,2.9
torture,man,A1,2.8
torture,rapist,A0,6.6
torture,rapist,A1,2.2
torture,scientist,A0,3.2
torture,scientist,A1,1.7
torture,slave,A0,1.3
torture,slave,A1,5.6
torture,victim,A0,1.3
torture,victim,A1,5.2
tow,car,A0,5.2
tow,car,A1,6.1
tow,family,A0,2.6
tow,family,A1,1.2
tow,man,A0,3.7
tow,man,A1,1.5
tow,trailer,A0,3.3
tow,trailer,A1,6.5
transfer,boss,A0,6.3
transfer,boss,A1,3.6
transfer,employee,A0,2.3
transfer,employee,A1,4.9
transfer,prisoner,A0,1.0
transfer,prisoner,A1,5.6
transfer,salesman,A0,3.0
transfer,salesman,A1,4.3
transport,cattle,A0,2.0
transport,cattle,A1,5.6
transport,gold,A0,1.1
transport,gold,A1,5.5
transport,prisoner,A0,1.7
transport,prisoner,A1,5.5
transport,smuggler,A0,6.4
transport,smuggler,A1,3.4
trap,fireman,A0,2.0
trap,fireman,A1,4.7
trap,fugitive,A0,3.0
trap,fugitive,A1,5.4
trap,gardener,A0,4.0
trap,gardener,A1,1.3
visit,dentist,A0,3.2
visit,dentist,A1,6.5
visit,family,A0,6.4
visit,family,A1,6.6
visit,grandmother,A0,5.9
visit,grandmother,A1,6.3
visit,museum,A0,1.0
visit,museum,A1,6.9
visit,prisoner,A0,2.1
visit,prisoner,A1,4.9
visit,shrine,A0,1.1
visit,shrine,A1,6.1
visit,tourist,A0,6.8
visit,tourist,A1,1.4
walk,beagle,A0,1.7
walk,beagle,A1,6.8
walk,nurse,A0,5.3
walk,nurse,A1,1.7
want,account,A0,2.1
want,account,A1,4.6
want,candy,A0,1.1
want,candy,A1,6.1
want,chef,A0,4.8
want,chef,A1,4.1
want,client,A0,6.0
want,client,A1,5.2
want,drummer,A0,3.8
want,drummer,A1,4.4
warn,daredevil,A0,3.4
warn,daredevil,A1,6.3
warn,mother,A0,7.0
warn,mother,A1,3.1
warn,salesman,A0,2.3
warn,salesman,A1,3.2
warn,skydiver,A0,3.6
warn,skydiver,A1,6.1
warn,weatherman,A0,6.9
warn,weatherman,A1,2.8
watch,audience,A0,6.2
watch,audience,A1,1.8
watch,building,A0,1.1
watch,building,A1,4.9
watch,director,A0,6.1
watch,director,A1,2.5
watch,guard,A0,6.4
watch,guard,A1,2.1
watch,sentry,A0,4.2
watch,sentry,A1,2.8
whip,cow,A0,1.1
whip,cow,A1,4.4
whip,hostage,A0,2.2
whip,hostage,A1,4.3
whip,waitress,A0,1.2
whip,waitress,A1,1.4
worship,creator,A0,1.1
worship,creator,A1,6.4
worship,god,A0,1.4
worship,god,A1,6.8
worship,goddess,A0,1.5
worship,goddess,A1,6.7
worship,king,A0,2.6
worship,king,A1,6.2
worship,pilgrim,A0,5.2
worship,pilgrim,A1,1.9
worship,priest,A0,6.7
worship,priest,A1,4.1
worship,princess,A0,1.9
worship,princess,A1,5.0
worship,statue,A0,1.1
worship,statue,A1,5.4
write,author,A0,6.7
write,author,A1,1.8
write,friend,A0,5.3
write,friend,A1,1.9
write,letter,A0,1.4
write,letter,A1,6.1
write,story,A0,1.4
write,story,A1,6.2
